r_date,date,day_of_week,brand,cnt
2015-08-01,874.0,6.0,1,132.0
2015-08-01,874.0,6.0,3,69.0
2015-08-01,874.0,6.0,4,23.0
2015-08-01,874.0,6.0,6,69.0
2015-08-01,874.0,6.0,7,239.0
2015-08-01,874.0,6.0,9,98.0
2015-08-03,875.0,1.0,1,265.0
2015-08-03,875.0,1.0,2,169.0
2015-08-03,875.0,1.0,3,499.0
2015-08-03,875.0,1.0,4,370.0
2015-08-03,875.0,1.0,5,428.0
2015-08-03,875.0,1.0,6,393.0
2015-08-03,875.0,1.0,7,410.0
2015-08-03,875.0,1.0,8,215.0
2015-08-03,875.0,1.0,9,508.0
2015-08-03,875.0,1.0,10,393.0
2015-08-04,876.0,2.0,1,331.0
2015-08-04,876.0,2.0,2,35.0
2015-08-04,876.0,2.0,3,416.0
2015-08-04,876.0,2.0,4,393.0
2015-08-04,876.0,2.0,5,500.0
2015-08-04,876.0,2.0,6,334.0
2015-08-04,876.0,2.0,7,239.0
2015-08-04,876.0,2.0,8,370.0
2015-08-04,876.0,2.0,9,716.0
2015-08-04,876.0,2.0,10,328.0
2015-08-05,877.0,3.0,1,278.0
2015-08-05,877.0,3.0,2,98.0
2015-08-05,877.0,3.0,3,356.0
2015-08-05,877.0,3.0,4,367.0
2015-08-05,877.0,3.0,5,367.0
2015-08-05,877.0,3.0,6,335.0
2015-08-05,877.0,3.0,7,318.0
2015-08-05,877.0,3.0,8,408.0
2015-08-05,877.0,3.0,9,729.0
2015-08-05,877.0,3.0,10,357.0
2015-08-06,878.0,4.0,1,218.0
2015-08-06,878.0,4.0,2,181.0
2015-08-06,878.0,4.0,3,178.0
2015-08-06,878.0,4.0,4,254.0
2015-08-06,878.0,4.0,5,314.0
2015-08-06,878.0,4.0,6,171.0
2015-08-06,878.0,4.0,7,200.0
2015-08-06,878.0,4.0,8,197.0
2015-08-06,878.0,4.0,9,370.0
2015-08-06,878.0,4.0,10,240.0
2015-08-07,879.0,5.0,1,370.0
2015-08-07,879.0,5.0,2,253.0
2015-08-07,879.0,5.0,3,277.0
2015-08-07,879.0,5.0,4,296.0
2015-08-07,879.0,5.0,5,343.0
2015-08-07,879.0,5.0,6,318.0
2015-08-07,879.0,5.0,7,273.0
2015-08-07,879.0,5.0,8,296.0
2015-08-07,879.0,5.0,9,443.0
2015-08-07,879.0,5.0,10,328.0
2015-08-08,880.0,6.0,2,35.0
2015-08-08,880.0,6.0,3,35.0
2015-08-08,880.0,6.0,4,46.0
2015-08-08,880.0,6.0,6,69.0
2015-08-08,880.0,6.0,7,34.0
2015-08-08,880.0,6.0,8,101.0
2015-08-08,880.0,6.0,9,98.0
2015-08-08,880.0,6.0,10,55.0
2015-08-09,881.0,7.0,3,30.0
2015-08-09,881.0,7.0,10,24.0
2015-08-10,882.0,1.0,1,132.0
2015-08-10,882.0,1.0,2,338.0
2015-08-10,882.0,1.0,3,360.0
2015-08-10,882.0,1.0,4,444.0
2015-08-10,882.0,1.0,5,286.0
2015-08-10,882.0,1.0,6,267.0
2015-08-10,882.0,1.0,7,410.0
2015-08-10,882.0,1.0,8,242.0
2015-08-10,882.0,1.0,9,469.0
2015-08-10,882.0,1.0,10,524.0
2015-08-11,883.0,2.0,1,331.0
2015-08-11,883.0,2.0,2,176.0
2015-08-11,883.0,2.0,3,208.0
2015-08-11,883.0,2.0,4,578.0
2015-08-11,883.0,2.0,5,357.0
2015-08-11,883.0,2.0,6,347.0
2015-08-11,883.0,2.0,7,375.0
2015-08-11,883.0,2.0,8,538.0
2015-08-11,883.0,2.0,9,749.0
2015-08-11,883.0,2.0,10,437.0
2015-08-12,884.0,3.0,1,340.0
2015-08-12,884.0,3.0,2,230.0
2015-08-12,884.0,3.0,3,194.0
2015-08-12,884.0,3.0,4,280.0
2015-08-12,884.0,3.0,5,300.0
2015-08-12,884.0,3.0,6,288.0
2015-08-12,884.0,3.0,7,478.0
2015-08-12,884.0,3.0,8,314.0
2015-08-12,884.0,3.0,9,759.0
2015-08-12,884.0,3.0,10,433.0
2015-08-13,885.0,4.0,1,194.0
2015-08-13,885.0,4.0,2,129.0
2015-08-13,885.0,4.0,3,203.0
2015-08-13,885.0,4.0,4,186.0
2015-08-13,885.0,4.0,5,105.0
2015-08-13,885.0,4.0,6,129.0
2015-08-13,885.0,4.0,7,225.0
2015-08-13,885.0,4.0,8,345.0
2015-08-13,885.0,4.0,9,406.0
2015-08-13,885.0,4.0,10,260.0
2015-08-14,886.0,5.0,1,344.0
2015-08-14,886.0,5.0,2,84.0
2015-08-14,886.0,5.0,3,305.0
2015-08-14,886.0,5.0,4,166.0
2015-08-14,886.0,5.0,5,200.0
2015-08-14,886.0,5.0,6,186.0
2015-08-14,886.0,5.0,7,55.0
2015-08-14,886.0,5.0,8,242.0
2015-08-14,886.0,5.0,9,508.0
2015-08-14,886.0,5.0,10,218.0
2015-08-15,887.0,6.0,1,33.0
2015-08-15,887.0,6.0,2,70.0
2015-08-15,887.0,6.0,4,46.0
2015-08-15,887.0,6.0,6,76.0
2015-08-15,887.0,6.0,7,136.0
2015-08-15,887.0,6.0,8,67.0
2015-08-15,887.0,6.0,9,277.0
2015-08-15,887.0,6.0,10,27.0
2015-08-16,888.0,7.0,4,20.0
2015-08-16,888.0,7.0,6,5.0
2015-08-16,888.0,7.0,9,14.0
2015-08-17,889.0,1.0,1,291.0
2015-08-17,889.0,1.0,2,310.0
2015-08-17,889.0,1.0,3,582.0
2015-08-17,889.0,1.0,4,499.0
2015-08-17,889.0,1.0,5,257.0
2015-08-17,889.0,1.0,6,257.0
2015-08-17,889.0,1.0,7,437.0
2015-08-17,889.0,1.0,8,323.0
2015-08-17,889.0,1.0,9,534.0
2015-08-17,889.0,1.0,10,568.0
2015-08-18,890.0,2.0,1,232.0
2015-08-18,890.0,2.0,2,106.0
2015-08-18,890.0,2.0,3,208.0
2015-08-18,890.0,2.0,4,462.0
2015-08-18,890.0,2.0,5,393.0
2015-08-18,890.0,2.0,6,347.0
2015-08-18,890.0,2.0,7,273.0
2015-08-18,890.0,2.0,8,302.0
2015-08-18,890.0,2.0,9,700.0
2015-08-18,890.0,2.0,10,464.0
2015-08-19,891.0,3.0,1,123.0
2015-08-19,891.0,3.0,2,295.0
2015-08-19,891.0,3.0,3,323.0
2015-08-19,891.0,3.0,4,496.0
2015-08-19,891.0,3.0,5,533.0
2015-08-19,891.0,3.0,6,312.0
2015-08-19,891.0,3.0,7,637.0
2015-08-19,891.0,3.0,8,533.0
2015-08-19,891.0,3.0,9,744.0
2015-08-19,891.0,3.0,10,510.0
2015-08-20,892.0,4.0,3,51.0
2015-08-20,892.0,4.0,6,5.0
2015-08-20,892.0,4.0,9,36.0
2015-08-21,893.0,5.0,6,5.0
2015-08-22,894.0,7.0,1,315.0
2015-08-22,894.0,7.0,2,335.0
2015-08-22,894.0,7.0,3,360.0
2015-08-22,894.0,7.0,4,501.0
2015-08-22,894.0,7.0,5,371.0
2015-08-22,894.0,7.0,6,371.0
2015-08-22,894.0,7.0,7,414.0
2015-08-22,894.0,7.0,8,379.0
2015-08-22,894.0,7.0,9,875.0
2015-08-22,894.0,7.0,10,686.0
2015-08-23,895.0,1.0,1,370.0
2015-08-23,895.0,1.0,2,253.0
2015-08-23,895.0,1.0,3,277.0
2015-08-23,895.0,1.0,4,388.0
2015-08-23,895.0,1.0,5,257.0
2015-08-23,895.0,1.0,6,247.0
2015-08-23,895.0,1.0,7,300.0
2015-08-23,895.0,1.0,8,349.0
2015-08-23,895.0,1.0,9,547.0
2015-08-23,895.0,1.0,10,459.0
2015-08-24,896.0,2.0,1,496.0
2015-08-24,896.0,2.0,2,387.0
2015-08-24,896.0,2.0,3,312.0
2015-08-24,896.0,2.0,4,462.0
2015-08-24,896.0,2.0,5,250.0
2015-08-24,896.0,2.0,6,302.0
2015-08-24,896.0,2.0,7,512.0
2015-08-24,896.0,2.0,8,336.0
2015-08-24,896.0,2.0,9,716.0
2015-08-24,896.0,2.0,10,682.0
2015-08-25,897.0,3.0,1,247.0
2015-08-25,897.0,3.0,2,164.0
2015-08-25,897.0,3.0,3,226.0
2015-08-25,897.0,3.0,4,323.0
2015-08-25,897.0,3.0,5,100.0
2015-08-25,897.0,3.0,6,312.0
2015-08-25,897.0,3.0,7,223.0
2015-08-25,897.0,3.0,8,251.0
2015-08-25,897.0,3.0,9,441.0
2015-08-25,897.0,3.0,10,204.0
2015-08-26,898.0,4.0,1,291.0
2015-08-26,898.0,4.0,2,129.0
2015-08-26,898.0,4.0,3,280.0
2015-08-26,898.0,4.0,4,407.0
2015-08-26,898.0,4.0,5,209.0
2015-08-26,898.0,4.0,6,245.0
2015-08-26,898.0,4.0,7,450.0
2015-08-26,898.0,4.0,8,222.0
2015-08-26,898.0,4.0,9,406.0
2015-08-26,898.0,4.0,10,460.0
2015-08-27,899.0,5.0,1,397.0
2015-08-27,899.0,5.0,2,141.0
2015-08-27,899.0,5.0,3,277.0
2015-08-27,899.0,5.0,4,314.0
2015-08-27,899.0,5.0,5,228.0
2015-08-27,899.0,5.0,6,333.0
2015-08-27,899.0,5.0,7,355.0
2015-08-27,899.0,5.0,8,457.0
2015-08-27,899.0,5.0,9,820.0
2015-08-27,899.0,5.0,10,262.0
2015-08-28,900.0,6.0,1,66.0
2015-08-28,900.0,6.0,2,35.0
2015-08-28,900.0,6.0,4,69.0
2015-08-28,900.0,6.0,5,71.0
2015-08-28,900.0,6.0,6,38.0
2015-08-28,900.0,6.0,9,195.0
2015-08-30,901.0,1.0,1,344.0
2015-08-30,901.0,1.0,2,113.0
2015-08-30,901.0,1.0,3,222.0
2015-08-30,901.0,1.0,4,388.0
2015-08-30,901.0,1.0,5,86.0
2015-08-30,901.0,1.0,6,252.0
2015-08-30,901.0,1.0,7,437.0
2015-08-30,901.0,1.0,8,323.0
2015-08-30,901.0,1.0,9,599.0
2015-08-30,901.0,1.0,10,218.0
2015-08-31,902.0,2.0,1,232.0
2015-08-31,902.0,2.0,2,176.0
2015-08-31,902.0,2.0,3,416.0
2015-08-31,902.0,2.0,4,508.0
2015-08-31,902.0,2.0,5,500.0
2015-08-31,902.0,2.0,6,252.0
2015-08-31,902.0,2.0,7,410.0
2015-08-31,902.0,2.0,8,470.0
2015-08-31,902.0,2.0,9,976.0
2015-08-31,902.0,2.0,10,382.0
2015-09-01,903.0,3.0,1,247.0
2015-09-01,903.0,3.0,2,131.0
2015-09-01,903.0,3.0,3,259.0
2015-09-01,903.0,3.0,4,259.0
2015-09-01,903.0,3.0,5,233.0
2015-09-01,903.0,3.0,6,206.0
2015-09-01,903.0,3.0,7,318.0
2015-09-01,903.0,3.0,8,314.0
2015-09-01,903.0,3.0,9,684.0
2015-09-01,903.0,3.0,10,255.0
2015-09-02,904.0,4.0,1,121.0
2015-09-02,904.0,4.0,2,335.0
2015-09-02,904.0,4.0,3,356.0
2015-09-02,904.0,4.0,4,68.0
2015-09-02,904.0,4.0,5,157.0
2015-09-02,904.0,4.0,6,203.0
2015-09-02,904.0,4.0,7,75.0
2015-09-02,904.0,4.0,8,123.0
2015-09-02,904.0,4.0,9,561.0
2015-09-02,904.0,4.0,10,200.0
2015-09-03,905.0,5.0,1,185.0
2015-09-03,905.0,5.0,2,197.0
2015-09-03,905.0,5.0,3,111.0
2015-09-03,905.0,5.0,4,388.0
2015-09-03,905.0,5.0,5,143.0
2015-09-03,905.0,5.0,6,282.0
2015-09-03,905.0,5.0,7,300.0
2015-09-03,905.0,5.0,8,215.0
2015-09-03,905.0,5.0,9,534.0
2015-09-03,905.0,5.0,10,284.0
2015-09-04,906.0,6.0,1,99.0
2015-09-04,906.0,6.0,2,35.0
2015-09-04,906.0,6.0,3,35.0
2015-09-04,906.0,6.0,4,23.0
2015-09-04,906.0,6.0,6,44.0
2015-09-04,906.0,6.0,7,136.0
2015-09-04,906.0,6.0,9,130.0
2015-09-04,906.0,6.0,10,55.0
2015-09-06,907.0,1.0,1,344.0
2015-09-06,907.0,1.0,2,169.0
2015-09-06,907.0,1.0,3,360.0
2015-09-06,907.0,1.0,4,425.0
2015-09-06,907.0,1.0,5,257.0
2015-09-06,907.0,1.0,6,302.0
2015-09-06,907.0,1.0,7,437.0
2015-09-06,907.0,1.0,8,511.0
2015-09-06,907.0,1.0,9,716.0
2015-09-06,907.0,1.0,10,590.0
2015-09-07,908.0,2.0,1,430.0
2015-09-07,908.0,2.0,2,281.0
2015-09-07,908.0,2.0,3,243.0
2015-09-07,908.0,2.0,4,485.0
2015-09-07,908.0,2.0,5,250.0
2015-09-07,908.0,2.0,6,290.0
2015-09-07,908.0,2.0,7,307.0
2015-09-07,908.0,2.0,8,605.0
2015-09-07,908.0,2.0,9,846.0
2015-09-07,908.0,2.0,10,355.0
2015-09-08,909.0,3.0,1,123.0
2015-09-08,909.0,3.0,2,98.0
2015-09-08,909.0,3.0,3,291.0
2015-09-08,909.0,3.0,4,496.0
2015-09-08,909.0,3.0,5,233.0
2015-09-08,909.0,3.0,6,259.0
2015-09-08,909.0,3.0,7,191.0
2015-09-08,909.0,3.0,8,345.0
2015-09-08,909.0,3.0,9,1003.0
2015-09-08,909.0,3.0,10,255.0
2015-09-09,910.0,4.0,1,170.0
2015-09-09,910.0,4.0,2,181.0
2015-09-09,910.0,4.0,3,203.0
2015-09-09,910.0,4.0,4,203.0
2015-09-09,910.0,4.0,5,209.0
2015-09-09,910.0,4.0,6,203.0
2015-09-09,910.0,4.0,7,200.0
2015-09-09,910.0,4.0,8,517.0
2015-09-09,910.0,4.0,9,847.0
2015-09-09,910.0,4.0,10,420.0
2015-09-10,911.0,5.0,1,397.0
2015-09-10,911.0,5.0,2,281.0
2015-09-10,911.0,5.0,3,360.0
2015-09-10,911.0,5.0,4,425.0
2015-09-10,911.0,5.0,5,371.0
2015-09-10,911.0,5.0,6,328.0
2015-09-10,911.0,5.0,7,328.0
2015-09-10,911.0,5.0,8,672.0
2015-09-10,911.0,5.0,9,1172.0
2015-09-10,911.0,5.0,10,633.0
2015-09-11,912.0,6.0,2,35.0
2015-09-11,912.0,6.0,6,6.0
2015-09-11,912.0,6.0,9,114.0
2015-09-11,912.0,6.0,10,27.0
2015-09-13,913.0,1.0,1,529.0
2015-09-13,913.0,1.0,2,619.0
2015-09-13,913.0,1.0,3,693.0
2015-09-13,913.0,1.0,4,591.0
2015-09-13,913.0,1.0,5,657.0
2015-09-13,913.0,1.0,6,454.0
2015-09-13,913.0,1.0,7,328.0
2015-09-13,913.0,1.0,8,484.0
2015-09-13,913.0,1.0,9,1341.0
2015-09-13,913.0,1.0,10,895.0
2015-09-14,914.0,2.0,1,397.0
2015-09-14,914.0,2.0,2,246.0
2015-09-14,914.0,2.0,3,901.0
2015-09-14,914.0,2.0,4,462.0
2015-09-14,914.0,2.0,5,500.0
2015-09-14,914.0,2.0,6,391.0
2015-09-14,914.0,2.0,7,375.0
2015-09-14,914.0,2.0,8,538.0
2015-09-14,914.0,2.0,9,1497.0
2015-09-14,914.0,2.0,10,1256.0
2015-09-15,915.0,3.0,1,309.0
2015-09-15,915.0,3.0,2,624.0
2015-09-15,915.0,3.0,3,323.0
2015-09-15,915.0,3.0,4,517.0
2015-09-15,915.0,3.0,5,400.0
2015-09-15,915.0,3.0,6,429.0
2015-09-15,915.0,3.0,7,605.0
2015-09-15,915.0,3.0,8,627.0
2015-09-15,915.0,3.0,9,1078.0
2015-09-15,915.0,3.0,10,917.0
2015-09-16,916.0,4.0,2,26.0
2015-09-16,916.0,4.0,9,48.0
2015-09-20,917.0,1.0,7,27.0
2015-09-21,918.0,3.0,2,33.0
2015-09-21,918.0,3.0,6,6.0
2015-09-21,918.0,3.0,8,31.0
2015-09-21,918.0,3.0,9,15.0
2015-09-21,918.0,3.0,10,25.0
2015-09-22,919.0,4.0,1,606.0
2015-09-22,919.0,4.0,2,232.0
2015-09-22,919.0,4.0,3,534.0
2015-09-22,919.0,4.0,4,711.0
2015-09-22,919.0,4.0,5,864.0
2015-09-22,919.0,4.0,6,434.0
2015-09-22,919.0,4.0,7,225.0
2015-09-22,919.0,4.0,8,1109.0
2015-09-22,919.0,4.0,9,1014.0
2015-09-22,919.0,4.0,10,1321.0
2015-09-23,920.0,5.0,1,291.0
2015-09-23,920.0,5.0,2,394.0
2015-09-23,920.0,5.0,3,665.0
2015-09-23,920.0,5.0,4,499.0
2015-09-23,920.0,5.0,5,543.0
2015-09-23,920.0,5.0,6,449.0
2015-09-23,920.0,5.0,7,464.0
2015-09-23,920.0,5.0,8,538.0
2015-09-23,920.0,5.0,9,1120.0
2015-09-23,920.0,5.0,10,786.0
2015-09-24,921.0,6.0,1,463.0
2015-09-24,921.0,6.0,2,246.0
2015-09-24,921.0,6.0,3,381.0
2015-09-24,921.0,6.0,4,462.0
2015-09-24,921.0,6.0,5,178.0
2015-09-24,921.0,6.0,6,334.0
2015-09-24,921.0,6.0,7,410.0
2015-09-24,921.0,6.0,8,638.0
2015-09-24,921.0,6.0,9,1318.0
2015-09-24,921.0,6.0,10,355.0
2015-09-26,922.0,1.0,1,397.0
2015-09-26,922.0,1.0,2,450.0
2015-09-26,922.0,1.0,3,333.0
2015-09-26,922.0,1.0,4,462.0
2015-09-26,922.0,1.0,5,428.0
2015-09-26,922.0,1.0,6,373.0
2015-09-26,922.0,1.0,7,491.0
2015-09-26,922.0,1.0,8,591.0
2015-09-26,922.0,1.0,9,1146.0
2015-09-26,922.0,1.0,10,633.0
2015-09-27,923.0,2.0,1,198.0
2015-09-27,923.0,2.0,2,317.0
2015-09-27,923.0,2.0,3,450.0
2015-09-27,923.0,2.0,4,901.0
2015-09-27,923.0,2.0,5,286.0
2015-09-27,923.0,2.0,6,491.0
2015-09-27,923.0,2.0,7,546.0
2015-09-27,923.0,2.0,8,840.0
2015-09-27,923.0,2.0,9,1758.0
2015-09-27,923.0,2.0,10,519.0
2015-09-28,924.0,3.0,1,401.0
2015-09-28,924.0,3.0,2,361.0
2015-09-28,924.0,3.0,3,388.0
2015-09-28,924.0,3.0,4,474.0
2015-09-28,924.0,3.0,5,200.0
2015-09-28,924.0,3.0,6,282.0
2015-09-28,924.0,3.0,7,446.0
2015-09-28,924.0,3.0,8,439.0
2015-09-28,924.0,3.0,9,1200.0
2015-09-28,924.0,3.0,10,408.0
2015-09-29,925.0,4.0,1,170.0
2015-09-29,925.0,4.0,2,155.0
2015-09-29,925.0,4.0,3,280.0
2015-09-29,925.0,4.0,4,508.0
2015-09-29,925.0,4.0,5,183.0
2015-09-29,925.0,4.0,6,249.0
2015-09-29,925.0,4.0,7,275.0
2015-09-29,925.0,4.0,8,271.0
2015-09-29,925.0,4.0,9,1014.0
2015-09-29,925.0,4.0,10,400.0
2015-09-30,926.0,5.0,1,106.0
2015-09-30,926.0,5.0,2,197.0
2015-09-30,926.0,5.0,3,305.0
2015-09-30,926.0,5.0,4,277.0
2015-09-30,926.0,5.0,5,457.0
2015-09-30,926.0,5.0,6,343.0
2015-09-30,926.0,5.0,7,328.0
2015-09-30,926.0,5.0,8,430.0
2015-09-30,926.0,5.0,9,1289.0
2015-09-30,926.0,5.0,10,459.0
2015-10-01,927.0,6.0,1,33.0
2015-10-01,927.0,6.0,3,35.0
2015-10-01,927.0,6.0,4,69.0
2015-10-01,927.0,6.0,5,36.0
2015-10-01,927.0,6.0,6,50.0
2015-10-01,927.0,6.0,7,136.0
2015-10-01,927.0,6.0,8,134.0
2015-10-01,927.0,6.0,9,212.0
2015-10-01,927.0,6.0,10,27.0
2015-10-02,928.0,7.0,1,29.0
2015-10-02,928.0,7.0,6,5.0
2015-10-03,929.0,1.0,1,344.0
2015-10-03,929.0,1.0,2,366.0
2015-10-03,929.0,1.0,3,416.0
2015-10-03,929.0,1.0,4,462.0
2015-10-03,929.0,1.0,5,514.0
2015-10-03,929.0,1.0,6,257.0
2015-10-03,929.0,1.0,7,410.0
2015-10-03,929.0,1.0,8,645.0
2015-10-03,929.0,1.0,9,1419.0
2015-10-03,929.0,1.0,10,459.0
2015-10-04,930.0,2.0,1,331.0
2015-10-04,930.0,2.0,2,246.0
2015-10-04,930.0,2.0,3,450.0
2015-10-04,930.0,2.0,4,716.0
2015-10-04,930.0,2.0,5,500.0
2015-10-04,930.0,2.0,6,460.0
2015-10-04,930.0,2.0,7,512.0
2015-10-04,930.0,2.0,8,672.0
2015-10-04,930.0,2.0,9,1660.0
2015-10-04,930.0,2.0,10,601.0
2015-10-05,931.0,3.0,1,247.0
2015-10-05,931.0,3.0,2,263.0
2015-10-05,931.0,3.0,3,420.0
2015-10-05,931.0,3.0,4,517.0
2015-10-05,931.0,3.0,5,367.0
2015-10-05,931.0,3.0,6,329.0
2015-10-05,931.0,3.0,7,446.0
2015-10-05,931.0,3.0,8,533.0
2015-10-05,931.0,3.0,9,1944.0
2015-10-05,931.0,3.0,10,535.0
2015-10-06,932.0,4.0,1,461.0
2015-10-06,932.0,4.0,2,181.0
2015-10-06,932.0,4.0,3,280.0
2015-10-06,932.0,4.0,4,525.0
2015-10-06,932.0,4.0,5,209.0
2015-10-06,932.0,4.0,6,194.0
2015-10-06,932.0,4.0,7,200.0
2015-10-06,932.0,4.0,8,222.0
2015-10-06,932.0,4.0,9,1014.0
2015-10-06,932.0,4.0,10,400.0
2015-10-07,933.0,5.0,1,238.0
2015-10-07,933.0,5.0,2,338.0
2015-10-07,933.0,5.0,3,249.0
2015-10-07,933.0,5.0,4,407.0
2015-10-07,933.0,5.0,5,400.0
2015-10-07,933.0,5.0,6,343.0
2015-10-07,933.0,5.0,7,355.0
2015-10-07,933.0,5.0,8,591.0
2015-10-07,933.0,5.0,9,1432.0
2015-10-07,933.0,5.0,10,262.0
2015-10-08,934.0,6.0,1,66.0
2015-10-08,934.0,6.0,4,69.0
2015-10-08,934.0,6.0,6,32.0
2015-10-08,934.0,6.0,7,68.0
2015-10-08,934.0,6.0,8,34.0
2015-10-08,934.0,6.0,9,277.0
2015-10-09,935.0,7.0,9,42.0
2015-10-10,936.0,1.0,1,238.0
2015-10-10,936.0,1.0,2,310.0
2015-10-10,936.0,1.0,3,360.0
2015-10-10,936.0,1.0,4,573.0
2015-10-10,936.0,1.0,5,343.0
2015-10-10,936.0,1.0,6,292.0
2015-10-10,936.0,1.0,7,328.0
2015-10-10,936.0,1.0,8,457.0
2015-10-10,936.0,1.0,9,1823.0
2015-10-10,936.0,1.0,10,524.0
2015-10-11,937.0,2.0,1,165.0
2015-10-11,937.0,2.0,2,352.0
2015-10-11,937.0,2.0,3,346.0
2015-10-11,937.0,2.0,4,462.0
2015-10-11,937.0,2.0,5,428.0
2015-10-11,937.0,2.0,6,315.0
2015-10-11,937.0,2.0,7,410.0
2015-10-11,937.0,2.0,8,504.0
2015-10-11,937.0,2.0,9,2409.0
2015-10-11,937.0,2.0,10,191.0
2015-10-12,938.0,3.0,1,216.0
2015-10-12,938.0,3.0,2,394.0
2015-10-12,938.0,3.0,3,259.0
2015-10-12,938.0,3.0,4,474.0
2015-10-12,938.0,3.0,5,433.0
2015-10-12,938.0,3.0,6,312.0
2015-10-12,938.0,3.0,7,414.0
2015-10-12,938.0,3.0,8,470.0
2015-10-12,938.0,3.0,9,2491.0
2015-10-12,938.0,3.0,10,433.0
2015-10-13,939.0,4.0,1,364.0
2015-10-13,939.0,4.0,2,155.0
2015-10-13,939.0,4.0,3,254.0
2015-10-13,939.0,4.0,4,102.0
2015-10-13,939.0,4.0,5,209.0
2015-10-13,939.0,4.0,6,148.0
2015-10-13,939.0,4.0,7,225.0
2015-10-13,939.0,4.0,8,271.0
2015-10-13,939.0,4.0,9,1826.0
2015-10-13,939.0,4.0,10,180.0
2015-10-14,940.0,5.0,1,318.0
2015-10-14,940.0,5.0,2,394.0
2015-10-14,940.0,5.0,3,388.0
2015-10-14,940.0,5.0,4,296.0
2015-10-14,940.0,5.0,5,343.0
2015-10-14,940.0,5.0,6,358.0
2015-10-14,940.0,5.0,7,382.0
2015-10-14,940.0,5.0,8,376.0
2015-10-14,940.0,5.0,9,1953.0
2015-10-14,940.0,5.0,10,371.0
2015-10-15,941.0,6.0,2,35.0
2015-10-15,941.0,6.0,3,35.0
2015-10-15,941.0,6.0,6,44.0
2015-10-15,941.0,6.0,7,68.0
2015-10-15,941.0,6.0,8,101.0
2015-10-15,941.0,6.0,9,423.0
2015-10-15,941.0,6.0,10,82.0
2015-10-17,942.0,1.0,1,476.0
2015-10-17,942.0,1.0,2,253.0
2015-10-17,942.0,1.0,3,333.0
2015-10-17,942.0,1.0,4,277.0
2015-10-17,942.0,1.0,5,657.0
2015-10-17,942.0,1.0,6,242.0
2015-10-17,942.0,1.0,7,273.0
2015-10-17,942.0,1.0,8,618.0
2015-10-17,942.0,1.0,9,573.0
2015-10-17,942.0,1.0,10,415.0
2015-10-18,943.0,2.0,1,364.0
2015-10-18,943.0,2.0,2,211.0
2015-10-18,943.0,2.0,3,139.0
2015-10-18,943.0,2.0,4,624.0
2015-10-18,943.0,2.0,5,286.0
2015-10-18,943.0,2.0,6,321.0
2015-10-18,943.0,2.0,7,239.0
2015-10-18,943.0,2.0,8,504.0
2015-10-18,943.0,2.0,9,277.0
2015-10-18,943.0,2.0,10,464.0
2015-10-19,944.0,3.0,1,62.0
2015-10-19,944.0,3.0,2,263.0
2015-10-19,944.0,3.0,3,356.0
2015-10-19,944.0,3.0,4,410.0
2015-10-19,944.0,3.0,5,233.0
2015-10-19,944.0,3.0,6,235.0
2015-10-19,944.0,3.0,7,382.0
2015-10-19,944.0,3.0,8,251.0
2015-10-19,944.0,3.0,9,365.0
2015-10-19,944.0,3.0,10,204.0
2015-10-20,945.0,4.0,1,146.0
2015-10-20,945.0,4.0,2,129.0
2015-10-20,945.0,4.0,3,229.0
2015-10-20,945.0,4.0,4,356.0
2015-10-20,945.0,4.0,5,209.0
2015-10-20,945.0,4.0,6,152.0
2015-10-20,945.0,4.0,7,225.0
2015-10-20,945.0,4.0,8,246.0
2015-10-20,945.0,4.0,9,430.0
2015-10-20,945.0,4.0,10,200.0
2015-10-21,946.0,5.0,1,132.0
2015-10-21,946.0,5.0,2,197.0
2015-10-21,946.0,5.0,3,388.0
2015-10-21,946.0,5.0,4,259.0
2015-10-21,946.0,5.0,5,257.0
2015-10-21,946.0,5.0,6,237.0
2015-10-21,946.0,5.0,7,273.0
2015-10-21,946.0,5.0,8,538.0
2015-10-21,946.0,5.0,9,495.0
2015-10-21,946.0,5.0,10,480.0
2015-10-22,947.0,6.0,3,104.0
2015-10-22,947.0,6.0,4,46.0
2015-10-22,947.0,6.0,5,107.0
2015-10-22,947.0,6.0,6,69.0
2015-10-22,947.0,6.0,7,171.0
2015-10-22,947.0,6.0,8,134.0
2015-10-22,947.0,6.0,9,130.0
2015-10-22,947.0,6.0,10,109.0
2015-10-23,948.0,7.0,10,24.0
2015-10-24,949.0,1.0,1,503.0
2015-10-24,949.0,1.0,2,310.0
2015-10-24,949.0,1.0,3,527.0
2015-10-24,949.0,1.0,4,425.0
2015-10-24,949.0,1.0,5,400.0
2015-10-24,949.0,1.0,6,328.0
2015-10-24,949.0,1.0,7,218.0
2015-10-24,949.0,1.0,8,591.0
2015-10-24,949.0,1.0,9,547.0
2015-10-24,949.0,1.0,10,633.0
2015-10-25,950.0,2.0,1,298.0
2015-10-25,950.0,2.0,2,246.0
2015-10-25,950.0,2.0,3,416.0
2015-10-25,950.0,2.0,4,508.0
2015-10-25,950.0,2.0,5,536.0
2015-10-25,950.0,2.0,6,403.0
2015-10-25,950.0,2.0,7,410.0
2015-10-25,950.0,2.0,8,605.0
2015-10-25,950.0,2.0,9,651.0
2015-10-25,950.0,2.0,10,355.0
2015-10-26,951.0,3.0,1,93.0
2015-10-26,951.0,3.0,2,263.0
2015-10-26,951.0,3.0,3,226.0
