brand,cnt,date,day,day_of_week,month,r_date,year
4,456.0,1099.0,6,1.0,4,2016-04-06,2016
5,470.0,1099.0,6,1.0,4,2016-04-06,2016
6,218.0,1099.0,6,1.0,4,2016-04-06,2016
7,225.0,1099.0,6,1.0,4,2016-04-06,2016
8,608.0,1099.0,6,1.0,4,2016-04-06,2016
9,1018.0,1099.0,6,1.0,4,2016-04-06,2016
10,314.0,1099.0,6,1.0,4,2016-04-06,2016
1,442.0,1100.0,7,2.0,4,2016-04-07,2016
2,362.0,1100.0,7,2.0,4,2016-04-07,2016
3,463.0,1100.0,7,2.0,4,2016-04-07,2016
4,808.0,1100.0,7,2.0,4,2016-04-07,2016
5,404.0,1100.0,7,2.0,4,2016-04-07,2016
6,395.0,1100.0,7,2.0,4,2016-04-07,2016
7,526.0,1100.0,7,2.0,4,2016-04-07,2016
8,484.0,1100.0,7,2.0,4,2016-04-07,2016
9,937.0,1100.0,7,2.0,4,2016-04-07,2016
10,309.0,1100.0,7,2.0,4,2016-04-07,2016
1,381.0,1101.0,8,3.0,4,2016-04-08,2016
2,135.0,1101.0,8,3.0,4,2016-04-08,2016
3,299.0,1101.0,8,3.0,4,2016-04-08,2016
4,399.0,1101.0,8,3.0,4,2016-04-08,2016
5,514.0,1101.0,8,3.0,4,2016-04-08,2016
6,260.0,1101.0,8,3.0,4,2016-04-08,2016
7,328.0,1101.0,8,3.0,4,2016-04-08,2016
8,419.0,1101.0,8,3.0,4,2016-04-08,2016
9,875.0,1101.0,8,3.0,4,2016-04-08,2016
10,288.0,1101.0,8,3.0,4,2016-04-08,2016
1,274.0,1102.0,9,4.0,4,2016-04-09,2016
2,292.0,1102.0,9,4.0,4,2016-04-09,2016
3,287.0,1102.0,9,4.0,4,2016-04-09,2016
4,296.0,1102.0,9,4.0,4,2016-04-09,2016
5,485.0,1102.0,9,4.0,4,2016-04-09,2016
6,252.0,1102.0,9,4.0,4,2016-04-09,2016
7,206.0,1102.0,9,4.0,4,2016-04-09,2016
8,482.0,1102.0,9,4.0,4,2016-04-09,2016
9,945.0,1102.0,9,4.0,4,2016-04-09,2016
10,165.0,1102.0,9,4.0,4,2016-04-09,2016
1,572.0,1103.0,10,5.0,4,2016-04-10,2016
2,318.0,1103.0,10,5.0,4,2016-04-10,2016
3,314.0,1103.0,10,5.0,4,2016-04-10,2016
4,475.0,1103.0,10,5.0,4,2016-04-10,2016
5,411.0,1103.0,10,5.0,4,2016-04-10,2016
6,337.0,1103.0,10,5.0,4,2016-04-10,2016
7,365.0,1103.0,10,5.0,4,2016-04-10,2016
8,415.0,1103.0,10,5.0,4,2016-04-10,2016
9,1393.0,1103.0,10,5.0,4,2016-04-10,2016
10,472.0,1103.0,10,5.0,4,2016-04-10,2016
4,24.0,1104.0,11,6.0,4,2016-04-11,2016
6,6.0,1104.0,11,6.0,4,2016-04-11,2016
7,35.0,1104.0,11,6.0,4,2016-04-11,2016
9,33.0,1104.0,11,6.0,4,2016-04-11,2016
1,442.0,1105.0,14,2.0,4,2016-04-14,2016
2,470.0,1105.0,14,2.0,4,2016-04-14,2016
3,356.0,1105.0,14,2.0,4,2016-04-14,2016
4,689.0,1105.0,14,2.0,4,2016-04-14,2016
5,1102.0,1105.0,14,2.0,4,2016-04-14,2016
6,441.0,1105.0,14,2.0,4,2016-04-14,2016
7,281.0,1105.0,14,2.0,4,2016-04-14,2016
8,1037.0,1105.0,14,2.0,4,2016-04-14,2016
9,988.0,1105.0,14,2.0,4,2016-04-14,2016
10,421.0,1105.0,14,2.0,4,2016-04-14,2016
1,318.0,1106.0,15,3.0,4,2016-04-15,2016
2,169.0,1106.0,15,3.0,4,2016-04-15,2016
3,366.0,1106.0,15,3.0,4,2016-04-15,2016
4,798.0,1106.0,15,3.0,4,2016-04-15,2016
5,583.0,1106.0,15,3.0,4,2016-04-15,2016
6,369.0,1106.0,15,3.0,4,2016-04-15,2016
7,557.0,1106.0,15,3.0,4,2016-04-15,2016
8,645.0,1106.0,15,3.0,4,2016-04-15,2016
9,766.0,1106.0,15,3.0,4,2016-04-15,2016
10,367.0,1106.0,15,3.0,4,2016-04-15,2016
1,399.0,1107.0,16,4.0,4,2016-04-16,2016
2,159.0,1107.0,16,4.0,4,2016-04-16,2016
3,235.0,1107.0,16,4.0,4,2016-04-16,2016
4,348.0,1107.0,16,4.0,4,2016-04-16,2016
5,350.0,1107.0,16,4.0,4,2016-04-16,2016
6,285.0,1107.0,16,4.0,4,2016-04-16,2016
7,232.0,1107.0,16,4.0,4,2016-04-16,2016
7,232.0,1107.0,16,4.0,4,2016-04-16,2016
8,583.0,1107.0,16,4.0,4,2016-04-16,2016
9,466.0,1107.0,16,4.0,4,2016-04-16,2016
10,288.0,1107.0,16,4.0,4,2016-04-16,2016
1,490.0,1108.0,17,5.0,4,2016-04-17,2016
2,318.0,1108.0,17,5.0,4,2016-04-17,2016
3,285.0,1108.0,17,5.0,4,2016-04-17,2016
4,380.0,1108.0,17,5.0,4,2016-04-17,2016
5,470.0,1108.0,17,5.0,4,2016-04-17,2016
6,378.0,1108.0,17,5.0,4,2016-04-17,2016
7,421.0,1108.0,17,5.0,4,2016-04-17,2016
8,581.0,1108.0,17,5.0,4,2016-04-17,2016
9,804.0,1108.0,17,5.0,4,2016-04-17,2016
10,337.0,1108.0,17,5.0,4,2016-04-17,2016
1,170.0,1109.0,18,6.0,4,2016-04-18,2016
2,289.0,1109.0,18,6.0,4,2016-04-18,2016
3,249.0,1109.0,18,6.0,4,2016-04-18,2016
4,119.0,1109.0,18,6.0,4,2016-04-18,2016
5,147.0,1109.0,18,6.0,4,2016-04-18,2016
6,84.0,1109.0,18,6.0,4,2016-04-18,2016
7,105.0,1109.0,18,6.0,4,2016-04-18,2016
8,173.0,1109.0,18,6.0,4,2016-04-18,2016
9,184.0,1109.0,18,6.0,4,2016-04-18,2016
10,56.0,1109.0,18,6.0,4,2016-04-18,2016
9,15.0,1110.0,19,7.0,4,2016-04-19,2016
1,626.0,1111.0,20,1.0,4,2016-04-20,2016
2,232.0,1111.0,20,1.0,4,2016-04-20,2016
3,228.0,1111.0,20,1.0,4,2016-04-20,2016
4,494.0,1111.0,20,1.0,4,2016-04-20,2016
5,382.0,1111.0,20,1.0,4,2016-04-20,2016
6,441.0,1111.0,20,1.0,4,2016-04-20,2016
7,421.0,1111.0,20,1.0,4,2016-04-20,2016
8,746.0,1111.0,20,1.0,4,2016-04-20,2016
9,710.0,1111.0,20,1.0,4,2016-04-20,2016
10,337.0,1111.0,20,1.0,4,2016-04-20,2016
1,374.0,1112.0,21,2.0,4,2016-04-21,2016
2,507.0,1112.0,21,2.0,4,2016-04-21,2016
3,285.0,1112.0,21,2.0,4,2016-04-21,2016
4,618.0,1112.0,21,2.0,4,2016-04-21,2016
5,330.0,1112.0,21,2.0,4,2016-04-21,2016
6,343.0,1112.0,21,2.0,4,2016-04-21,2016
7,211.0,1112.0,21,2.0,4,2016-04-21,2016
8,518.0,1112.0,21,2.0,4,2016-04-21,2016
9,586.0,1112.0,21,2.0,4,2016-04-21,2016
10,421.0,1112.0,21,2.0,4,2016-04-21,2016
1,286.0,1113.0,22,3.0,4,2016-04-22,2016
2,203.0,1113.0,22,3.0,4,2016-04-22,2016
3,499.0,1113.0,22,3.0,4,2016-04-22,2016
4,466.0,1113.0,22,3.0,4,2016-04-22,2016
5,377.0,1113.0,22,3.0,4,2016-04-22,2016
6,242.0,1113.0,22,3.0,4,2016-04-22,2016
7,426.0,1113.0,22,3.0,4,2016-04-22,2016
8,419.0,1113.0,22,3.0,4,2016-04-22,2016
9,672.0,1113.0,22,3.0,4,2016-04-22,2016
10,341.0,1113.0,22,3.0,4,2016-04-22,2016
1,449.0,1114.0,23,4.0,4,2016-04-23,2016
2,478.0,1114.0,23,4.0,4,2016-04-23,2016
3,235.0,1114.0,23,4.0,4,2016-04-23,2016
4,296.0,1114.0,23,4.0,4,2016-04-23,2016
5,242.0,1114.0,23,4.0,4,2016-04-23,2016
6,280.0,1114.0,23,4.0,4,2016-04-23,2016
7,438.0,1114.0,23,4.0,4,2016-04-23,2016
8,355.0,1114.0,23,4.0,4,2016-04-23,2016
9,614.0,1114.0,23,4.0,4,2016-04-23,2016
10,391.0,1114.0,23,4.0,4,2016-04-23,2016
1,327.0,1115.0,24,5.0,4,2016-04-24,2016
2,145.0,1115.0,24,5.0,4,2016-04-24,2016
3,285.0,1115.0,24,5.0,4,2016-04-24,2016
4,266.0,1115.0,24,5.0,4,2016-04-24,2016
5,206.0,1115.0,24,5.0,4,2016-04-24,2016
6,228.0,1115.0,24,5.0,4,2016-04-24,2016
7,168.0,1115.0,24,5.0,4,2016-04-24,2016
8,304.0,1115.0,24,5.0,4,2016-04-24,2016
9,549.0,1115.0,24,5.0,4,2016-04-24,2016
10,202.0,1115.0,24,5.0,4,2016-04-24,2016
1,102.0,1116.0,25,6.0,4,2016-04-25,2016
2,72.0,1116.0,25,6.0,4,2016-04-25,2016
3,143.0,1116.0,25,6.0,4,2016-04-25,2016
4,95.0,1116.0,25,6.0,4,2016-04-25,2016
5,257.0,1116.0,25,6.0,4,2016-04-25,2016
6,58.0,1116.0,25,6.0,4,2016-04-25,2016
7,70.0,1116.0,25,6.0,4,2016-04-25,2016
8,35.0,1116.0,25,6.0,4,2016-04-25,2016
9,184.0,1116.0,25,6.0,4,2016-04-25,2016
10,56.0,1116.0,25,6.0,4,2016-04-25,2016
1,245.0,1117.0,27,1.0,4,2016-04-27,2016
2,289.0,1117.0,27,1.0,4,2016-04-27,2016
3,314.0,1117.0,27,1.0,4,2016-04-27,2016
4,437.0,1117.0,27,1.0,4,2016-04-27,2016
5,529.0,1117.0,27,1.0,4,2016-04-27,2016
6,347.0,1117.0,27,1.0,4,2016-04-27,2016
7,337.0,1117.0,27,1.0,4,2016-04-27,2016
8,553.0,1117.0,27,1.0,4,2016-04-27,2016
9,603.0,1117.0,27,1.0,4,2016-04-27,2016
10,337.0,1117.0,27,1.0,4,2016-04-27,2016
1,442.0,1118.0,28,2.0,4,2016-04-28,2016
2,181.0,1118.0,28,2.0,4,2016-04-28,2016
3,285.0,1118.0,28,2.0,4,2016-04-28,2016
4,475.0,1118.0,28,2.0,4,2016-04-28,2016
5,514.0,1118.0,28,2.0,4,2016-04-28,2016
6,259.0,1118.0,28,2.0,4,2016-04-28,2016
7,246.0,1118.0,28,2.0,4,2016-04-28,2016
8,242.0,1118.0,28,2.0,4,2016-04-28,2016
9,753.0,1118.0,28,2.0,4,2016-04-28,2016
10,140.0,1118.0,28,2.0,4,2016-04-28,2016
1,381.0,1119.0,29,3.0,4,2016-04-29,2016
2,439.0,1119.0,29,3.0,4,2016-04-29,2016
3,200.0,1119.0,29,3.0,4,2016-04-29,2016
4,621.0,1119.0,29,3.0,4,2016-04-29,2016
5,343.0,1119.0,29,3.0,4,2016-04-29,2016
6,254.0,1119.0,29,3.0,4,2016-04-29,2016
7,328.0,1119.0,29,3.0,4,2016-04-29,2016
8,387.0,1119.0,29,3.0,4,2016-04-29,2016
9,656.0,1119.0,29,3.0,4,2016-04-29,2016
10,367.0,1119.0,29,3.0,4,2016-04-29,2016
1,374.0,1120.0,30,4.0,4,2016-04-30,2016
2,186.0,1120.0,30,4.0,4,2016-04-30,2016
3,261.0,1120.0,30,4.0,4,2016-04-30,2016
4,244.0,1120.0,30,4.0,4,2016-04-30,2016
5,242.0,1120.0,30,4.0,4,2016-04-30,2016
6,166.0,1120.0,30,4.0,4,2016-04-30,2016
7,206.0,1120.0,30,4.0,4,2016-04-30,2016
8,253.0,1120.0,30,4.0,4,2016-04-30,2016
9,319.0,1120.0,30,4.0,4,2016-04-30,2016
10,144.0,1120.0,30,4.0,4,2016-04-30,2016
1,272.0,1121.0,1,5.0,5,2016-05-01,2016
2,87.0,1121.0,1,5.0,5,2016-05-01,2016
3,143.0,1121.0,1,5.0,5,2016-05-01,2016
4,171.0,1121.0,1,5.0,5,2016-05-01,2016
5,294.0,1121.0,1,5.0,5,2016-05-01,2016
6,233.0,1121.0,1,5.0,5,2016-05-01,2016
7,337.0,1121.0,1,5.0,5,2016-05-01,2016
8,166.0,1121.0,1,5.0,5,2016-05-01,2016
9,402.0,1121.0,1,5.0,5,2016-05-01,2016
10,157.0,1121.0,1,5.0,5,2016-05-01,2016
1,136.0,1122.0,2,6.0,5,2016-05-02,2016
2,72.0,1122.0,2,6.0,5,2016-05-02,2016
3,143.0,1122.0,2,6.0,5,2016-05-02,2016
4,143.0,1122.0,2,6.0,5,2016-05-02,2016
5,110.0,1122.0,2,6.0,5,2016-05-02,2016
6,65.0,1122.0,2,6.0,5,2016-05-02,2016
7,70.0,1122.0,2,6.0,5,2016-05-02,2016
8,69.0,1122.0,2,6.0,5,2016-05-02,2016
9,117.0,1122.0,2,6.0,5,2016-05-02,2016
10,56.0,1122.0,2,6.0,5,2016-05-02,2016
1,327.0,1123.0,4,1.0,5,2016-05-04,2016
2,116.0,1123.0,4,1.0,5,2016-05-04,2016
3,200.0,1123.0,4,1.0,5,2016-05-04,2016
4,437.0,1123.0,4,1.0,5,2016-05-04,2016
5,235.0,1123.0,4,1.0,5,2016-05-04,2016
6,285.0,1123.0,4,1.0,5,2016-05-04,2016
7,365.0,1123.0,4,1.0,5,2016-05-04,2016
8,387.0,1123.0,4,1.0,5,2016-05-04,2016
9,496.0,1123.0,4,1.0,5,2016-05-04,2016
10,494.0,1123.0,4,1.0,5,2016-05-04,2016
1,340.0,1124.0,5,2.0,5,2016-05-05,2016
2,253.0,1124.0,5,2.0,5,2016-05-05,2016
3,249.0,1124.0,5,2.0,5,2016-05-05,2016
4,618.0,1124.0,5,2.0,5,2016-05-05,2016
5,441.0,1124.0,5,2.0,5,2016-05-05,2016
6,305.0,1124.0,5,2.0,5,2016-05-05,2016
7,597.0,1124.0,5,2.0,5,2016-05-05,2016
8,518.0,1124.0,5,2.0,5,2016-05-05,2016
9,820.0,1124.0,5,2.0,5,2016-05-05,2016
10,309.0,1124.0,5,2.0,5,2016-05-05,2016
1,349.0,1125.0,6,3.0,5,2016-05-06,2016
2,135.0,1125.0,6,3.0,5,2016-05-06,2016
3,233.0,1125.0,6,3.0,5,2016-05-06,2016
4,333.0,1125.0,6,3.0,5,2016-05-06,2016
5,446.0,1125.0,6,3.0,5,2016-05-06,2016
6,357.0,1125.0,6,3.0,5,2016-05-06,2016
7,557.0,1125.0,6,3.0,5,2016-05-06,2016
8,452.0,1125.0,6,3.0,5,2016-05-06,2016
9,828.0,1125.0,6,3.0,5,2016-05-06,2016
10,262.0,1125.0,6,3.0,5,2016-05-06,2016
1,274.0,1126.0,7,4.0,5,2016-05-07,2016
2,186.0,1126.0,7,4.0,5,2016-05-07,2016
3,235.0,1126.0,7,4.0,5,2016-05-07,2016
4,296.0,1126.0,7,4.0,5,2016-05-07,2016
5,162.0,1126.0,7,4.0,5,2016-05-07,2016
6,209.0,1126.0,7,4.0,5,2016-05-07,2016
7,206.0,1126.0,7,4.0,5,2016-05-07,2016
8,177.0,1126.0,7,4.0,5,2016-05-07,2016
9,577.0,1126.0,7,4.0,5,2016-05-07,2016
10,185.0,1126.0,7,4.0,5,2016-05-07,2016
1,218.0,1127.0,8,5.0,5,2016-05-08,2016
2,203.0,1127.0,8,5.0,5,2016-05-08,2016
3,285.0,1127.0,8,5.0,5,2016-05-08,2016
4,285.0,1127.0,8,5.0,5,2016-05-08,2016
5,235.0,1127.0,8,5.0,5,2016-05-08,2016
6,207.0,1127.0,8,5.0,5,2016-05-08,2016
7,309.0,1127.0,8,5.0,5,2016-05-08,2016
8,332.0,1127.0,8,5.0,5,2016-05-08,2016
9,723.0,1127.0,8,5.0,5,2016-05-08,2016
10,270.0,1127.0,8,5.0,5,2016-05-08,2016
1,34.0,1128.0,9,6.0,5,2016-05-09,2016
2,36.0,1128.0,9,6.0,5,2016-05-09,2016
3,285.0,1128.0,9,6.0,5,2016-05-09,2016
4,119.0,1128.0,9,6.0,5,2016-05-09,2016
5,37.0,1128.0,9,6.0,5,2016-05-09,2016
6,65.0,1128.0,9,6.0,5,2016-05-09,2016
7,105.0,1128.0,9,6.0,5,2016-05-09,2016
8,207.0,1128.0,9,6.0,5,2016-05-09,2016
9,268.0,1128.0,9,6.0,5,2016-05-09,2016
1,408.0,1129.0,11,1.0,5,2016-05-11,2016
2,232.0,1129.0,11,1.0,5,2016-05-11,2016
3,342.0,1129.0,11,1.0,5,2016-05-11,2016
4,494.0,1129.0,11,1.0,5,2016-05-11,2016
5,588.0,1129.0,11,1.0,5,2016-05-11,2016
6,290.0,1129.0,11,1.0,5,2016-05-11,2016
7,365.0,1129.0,11,1.0,5,2016-05-11,2016
8,525.0,1129.0,11,1.0,5,2016-05-11,2016
9,589.0,1129.0,11,1.0,5,2016-05-11,2016
10,314.0,1129.0,11,1.0,5,2016-05-11,2016
1,306.0,1130.0,12,2.0,5,2016-05-12,2016
2,217.0,1130.0,12,2.0,5,2016-05-12,2016
3,392.0,1130.0,12,2.0,5,2016-05-12,2016
4,356.0,1130.0,12,2.0,5,2016-05-12,2016
5,514.0,1130.0,12,2.0,5,2016-05-12,2016
6,168.0,1130.0,12,2.0,5,2016-05-12,2016
7,421.0,1130.0,12,2.0,5,2016-05-12,2016
8,622.0,1130.0,12,2.0,5,2016-05-12,2016
9,787.0,1130.0,12,2.0,5,2016-05-12,2016
10,281.0,1130.0,12,2.0,5,2016-05-12,2016
1,413.0,1131.0,13,3.0,5,2016-05-13,2016
2,203.0,1131.0,13,3.0,5,2016-05-13,2016
3,100.0,1131.0,13,3.0,5,2016-05-13,2016
4,466.0,1131.0,13,3.0,5,2016-05-13,2016
5,514.0,1131.0,13,3.0,5,2016-05-13,2016
6,339.0,1131.0,13,3.0,5,2016-05-13,2016
7,197.0,1131.0,13,3.0,5,2016-05-13,2016
8,516.0,1131.0,13,3.0,5,2016-05-13,2016
9,625.0,1131.0,13,3.0,5,2016-05-13,2016
10,262.0,1131.0,13,3.0,5,2016-05-13,2016
1,299.0,1132.0,14,4.0,5,2016-05-14,2016
2,186.0,1132.0,14,4.0,5,2016-05-14,2016
3,209.0,1132.0,14,4.0,5,2016-05-14,2016
4,418.0,1132.0,14,4.0,5,2016-05-14,2016
5,323.0,1132.0,14,4.0,5,2016-05-14,2016
6,247.0,1132.0,14,4.0,5,2016-05-14,2016
7,257.0,1132.0,14,4.0,5,2016-05-14,2016
8,355.0,1132.0,14,4.0,5,2016-05-14,2016
9,319.0,1132.0,14,4.0,5,2016-05-14,2016
10,185.0,1132.0,14,4.0,5,2016-05-14,2016
1,163.0,1133.0,15,5.0,5,2016-05-15,2016
2,260.0,1133.0,15,5.0,5,2016-05-15,2016
3,200.0,1133.0,15,5.0,5,2016-05-15,2016
4,266.0,1133.0,15,5.0,5,2016-05-15,2016
5,206.0,1133.0,15,5.0,5,2016-05-15,2016
6,244.0,1133.0,15,5.0,5,2016-05-15,2016
7,253.0,1133.0,15,5.0,5,2016-05-15,2016
8,442.0,1133.0,15,5.0,5,2016-05-15,2016
9,696.0,1133.0,15,5.0,5,2016-05-15,2016
10,292.0,1133.0,15,5.0,5,2016-05-15,2016
1,34.0,1134.0,16,6.0,5,2016-05-16,2016
2,72.0,1134.0,16,6.0,5,2016-05-16,2016
3,214.0,1134.0,16,6.0,5,2016-05-16,2016
4,166.0,1134.0,16,6.0,5,2016-05-16,2016
5,147.0,1134.0,16,6.0,5,2016-05-16,2016
6,58.0,1134.0,16,6.0,5,2016-05-16,2016
7,105.0,1134.0,16,6.0,5,2016-05-16,2016
8,35.0,1134.0,16,6.0,5,2016-05-16,2016
9,151.0,1134.0,16,6.0,5,2016-05-16,2016
10,28.0,1134.0,16,6.0,5,2016-05-16,2016
1,354.0,1135.0,18,1.0,5,2016-05-18,2016
2,405.0,1135.0,18,1.0,5,2016-05-18,2016
3,285.0,1135.0,18,1.0,5,2016-05-18,2016
4,418.0,1135.0,18,1.0,5,2016-05-18,2016
5,617.0,1135.0,18,1.0,5,2016-05-18,2016
6,378.0,1135.0,18,1.0,5,2016-05-18,2016
7,253.0,1135.0,18,1.0,5,2016-05-18,2016
8,442.0,1135.0,18,1.0,5,2016-05-18,2016
9,790.0,1135.0,18,1.0,5,2016-05-18,2016
10,337.0,1135.0,18,1.0,5,2016-05-18,2016
1,374.0,1136.0,19,2.0,5,2016-05-19,2016
2,326.0,1136.0,19,2.0,5,2016-05-19,2016
3,249.0,1136.0,19,2.0,5,2016-05-19,2016
4,451.0,1136.0,19,2.0,5,2016-05-19,2016
5,661.0,1136.0,19,2.0,5,2016-05-19,2016
6,292.0,1136.0,19,2.0,5,2016-05-19,2016
7,246.0,1136.0,19,2.0,5,2016-05-19,2016
8,484.0,1136.0,19,2.0,5,2016-05-19,2016
9,519.0,1136.0,19,2.0,5,2016-05-19,2016
10,337.0,1136.0,19,2.0,5,2016-05-19,2016
1,286.0,1137.0,20,3.0,5,2016-05-20,2016
2,236.0,1137.0,20,3.0,5,2016-05-20,2016
3,200.0,1137.0,20,3.0,5,2016-05-20,2016
4,488.0,1137.0,20,3.0,5,2016-05-20,2016
5,377.0,1137.0,20,3.0,5,2016-05-20,2016
6,417.0,1137.0,20,3.0,5,2016-05-20,2016
7,426.0,1137.0,20,3.0,5,2016-05-20,2016
8,290.0,1137.0,20,3.0,5,2016-05-20,2016
9,984.0,1137.0,20,3.0,5,2016-05-20,2016
10,314.0,1137.0,20,3.0,5,2016-05-20,2016
3,26.0,1138.0,21,4.0,5,2016-05-21,2016
4,35.0,1138.0,21,4.0,5,2016-05-21,2016
9,49.0,1138.0,21,4.0,5,2016-05-21,2016
9,13.0,1139.0,22,5.0,5,2016-05-22,2016
1,118.0,1140.0,23,7.0,5,2016-05-23,2016
2,376.0,1140.0,23,7.0,5,2016-05-23,2016
3,402.0,1140.0,23,7.0,5,2016-05-23,2016
4,597.0,1140.0,23,7.0,5,2016-05-23,2016
5,382.0,1140.0,23,7.0,5,2016-05-23,2016
6,354.0,1140.0,23,7.0,5,2016-05-23,2016
7,395.0,1140.0,23,7.0,5,2016-05-23,2016
8,509.0,1140.0,23,7.0,5,2016-05-23,2016
9,769.0,1140.0,23,7.0,5,2016-05-23,2016
10,292.0,1140.0,23,7.0,5,2016-05-23,2016
1,191.0,1141.0,24,1.0,5,2016-05-24,2016
2,260.0,1141.0,24,1.0,5,2016-05-24,2016
3,143.0,1141.0,24,1.0,5,2016-05-24,2016
4,494.0,1141.0,24,1.0,5,2016-05-24,2016
5,558.0,1141.0,24,1.0,5,2016-05-24,2016
6,187.0,1141.0,24,1.0,5,2016-05-24,2016
7,253.0,1141.0,24,1.0,5,2016-05-24,2016
8,359.0,1141.0,24,1.0,5,2016-05-24,2016
9,790.0,1141.0,24,1.0,5,2016-05-24,2016
10,247.0,1141.0,24,1.0,5,2016-05-24,2016
1,306.0,1142.0,25,2.0,5,2016-05-25,2016
2,109.0,1142.0,25,2.0,5,2016-05-25,2016
3,285.0,1142.0,25,2.0,5,2016-05-25,2016
4,380.0,1142.0,25,2.0,5,2016-05-25,2016
5,257.0,1142.0,25,2.0,5,2016-05-25,2016
6,343.0,1142.0,25,2.0,5,2016-05-25,2016
7,281.0,1142.0,25,2.0,5,2016-05-25,2016
8,346.0,1142.0,25,2.0,5,2016-05-25,2016
9,703.0,1142.0,25,2.0,5,2016-05-25,2016
10,309.0,1142.0,25,2.0,5,2016-05-25,2016
1,318.0,1143.0,26,3.0,5,2016-05-26,2016
2,236.0,1143.0,26,3.0,5,2016-05-26,2016
3,133.0,1143.0,26,3.0,5,2016-05-26,2016
4,421.0,1143.0,26,3.0,5,2016-05-26,2016
5,103.0,1143.0,26,3.0,5,2016-05-26,2016
6,333.0,1143.0,26,3.0,5,2016-05-26,2016
7,590.0,1143.0,26,3.0,5,2016-05-26,2016
8,452.0,1143.0,26,3.0,5,2016-05-26,2016
9,781.0,1143.0,26,3.0,5,2016-05-26,2016
10,157.0,1143.0,26,3.0,5,2016-05-26,2016
1,449.0,1144.0,27,4.0,5,2016-05-27,2016
2,239.0,1144.0,27,4.0,5,2016-05-27,2016
3,157.0,1144.0,27,4.0,5,2016-05-27,2016
4,227.0,1144.0,27,4.0,5,2016-05-27,2016
5,512.0,1144.0,27,4.0,5,2016-05-27,2016
6,238.0,1144.0,27,4.0,5,2016-05-27,2016
7,206.0,1144.0,27,4.0,5,2016-05-27,2016
8,228.0,1144.0,27,4.0,5,2016-05-27,2016
9,528.0,1144.0,27,4.0,5,2016-05-27,2016
10,124.0,1144.0,27,4.0,5,2016-05-27,2016
1,272.0,1145.0,28,5.0,5,2016-05-28,2016
2,232.0,1145.0,28,5.0,5,2016-05-28,2016
3,285.0,1145.0,28,5.0,5,2016-05-28,2016
4,342.0,1145.0,28,5.0,5,2016-05-28,2016
5,264.0,1145.0,28,5.0,5,2016-05-28,2016
6,171.0,1145.0,28,5.0,5,2016-05-28,2016
7,197.0,1145.0,28,5.0,5,2016-05-28,2016
8,166.0,1145.0,28,5.0,5,2016-05-28,2016
9,603.0,1145.0,28,5.0,5,2016-05-28,2016
10,247.0,1145.0,28,5.0,5,2016-05-28,2016
1,34.0,1146.0,29,6.0,5,2016-05-29,2016
2,72.0,1146.0,29,6.0,5,2016-05-29,2016
3,178.0,1146.0,29,6.0,5,2016-05-29,2016
4,71.0,1146.0,29,6.0,5,2016-05-29,2016
5,73.0,1146.0,29,6.0,5,2016-05-29,2016
6,65.0,1146.0,29,6.0,5,2016-05-29,2016
7,105.0,1146.0,29,6.0,5,2016-05-29,2016
8,138.0,1146.0,29,6.0,5,2016-05-29,2016
9,184.0,1146.0,29,6.0,5,2016-05-29,2016
9,15.0,1147.0,30,7.0,5,2016-05-30,2016
1,517.0,1148.0,31,1.0,5,2016-05-31,2016
2,318.0,1148.0,31,1.0,5,2016-05-31,2016
3,285.0,1148.0,31,1.0,5,2016-05-31,2016
4,380.0,1148.0,31,1.0,5,2016-05-31,2016
5,470.0,1148.0,31,1.0,5,2016-05-31,2016
6,197.0,1148.0,31,1.0,5,2016-05-31,2016
7,393.0,1148.0,31,1.0,5,2016-05-31,2016
8,249.0,1148.0,31,1.0,5,2016-05-31,2016
9,911.0,1148.0,31,1.0,5,2016-05-31,2016
10,314.0,1148.0,31,1.0,5,2016-05-31,2016
1,374.0,1149.0,1,2.0,6,2016-06-01,2016
2,289.0,1149.0,1,2.0,6,2016-06-01,2016
3,285.0,1149.0,1,2.0,6,2016-06-01,2016
4,475.0,1149.0,1,2.0,6,2016-06-01,2016
5,294.0,1149.0,1,2.0,6,2016-06-01,2016
6,168.0,1149.0,1,2.0,6,2016-06-01,2016
7,211.0,1149.0,1,2.0,6,2016-06-01,2016
8,276.0,1149.0,1,2.0,6,2016-06-01,2016
9,1038.0,1149.0,1,2.0,6,2016-06-01,2016
10,168.0,1149.0,1,2.0,6,2016-06-01,2016
1,349.0,1150.0,2,3.0,6,2016-06-02,2016
2,270.0,1150.0,2,3.0,6,2016-06-02,2016
3,299.0,1150.0,2,3.0,6,2016-06-02,2016
4,466.0,1150.0,2,3.0,6,2016-06-02,2016
5,206.0,1150.0,2,3.0,6,2016-06-02,2016
6,429.0,1150.0,2,3.0,6,2016-06-02,2016
7,328.0,1150.0,2,3.0,6,2016-06-02,2016
8,419.0,1150.0,2,3.0,6,2016-06-02,2016
9,906.0,1150.0,2,3.0,6,2016-06-02,2016
10,157.0,1150.0,2,3.0,6,2016-06-02,2016
1,200.0,1151.0,3,4.0,6,2016-06-03,2016
2,106.0,1151.0,3,4.0,6,2016-06-03,2016
3,26.0,1151.0,3,4.0,6,2016-06-03,2016
4,261.0,1151.0,3,4.0,6,2016-06-03,2016
5,188.0,1151.0,3,4.0,6,2016-06-03,2016
