r_date,date,brand,day_of_week,cnt
2015-09-05,,1,,
2015-09-05,,2,,
2015-09-05,,3,,
2015-09-05,,4,,
2015-09-05,,5,,
2015-09-05,,6,,
2015-09-05,,7,,
2015-09-05,,8,,
2015-09-05,,9,,
2015-09-05,,10,,
2015-09-06,907.0,1,1.0,344.0
2015-09-06,907.0,2,1.0,169.0
2015-09-06,907.0,3,1.0,360.0
2015-09-06,907.0,4,1.0,425.0
2015-09-06,907.0,5,1.0,257.0
2015-09-06,907.0,6,1.0,302.0
2015-09-06,907.0,7,1.0,437.0
2015-09-06,907.0,8,1.0,511.0
2015-09-06,907.0,9,1.0,716.0
2015-09-06,907.0,10,1.0,590.0
2015-09-07,908.0,1,2.0,430.0
2015-09-07,908.0,2,2.0,281.0
2015-09-07,908.0,3,2.0,243.0
2015-09-07,908.0,4,2.0,485.0
2015-09-07,908.0,5,2.0,250.0
2015-09-07,908.0,6,2.0,290.0
2015-09-07,908.0,7,2.0,307.0
2015-09-07,908.0,8,2.0,605.0
2015-09-07,908.0,9,2.0,846.0
2015-09-07,908.0,10,2.0,355.0
2015-09-08,909.0,1,3.0,123.0
2015-09-08,909.0,2,3.0,98.0
2015-09-08,909.0,3,3.0,291.0
2015-09-08,909.0,4,3.0,496.0
2015-09-08,909.0,5,3.0,233.0
2015-09-08,909.0,6,3.0,259.0
2015-09-08,909.0,7,3.0,191.0
2015-09-08,909.0,8,3.0,345.0
2015-09-08,909.0,9,3.0,1003.0
2015-09-08,909.0,10,3.0,255.0
2015-09-09,910.0,1,4.0,170.0
2015-09-09,910.0,2,4.0,181.0
2015-09-09,910.0,3,4.0,203.0
2015-09-09,910.0,4,4.0,203.0
2015-09-09,910.0,5,4.0,209.0
2015-09-09,910.0,6,4.0,203.0
2015-09-09,910.0,7,4.0,200.0
2015-09-09,910.0,8,4.0,517.0
2015-09-09,910.0,9,4.0,847.0
2015-09-09,910.0,10,4.0,420.0
2015-09-10,911.0,1,5.0,397.0
2015-09-10,911.0,2,5.0,281.0
2015-09-10,911.0,3,5.0,360.0
2015-09-10,911.0,4,5.0,425.0
2015-09-10,911.0,5,5.0,371.0
2015-09-10,911.0,6,5.0,328.0
2015-09-10,911.0,7,5.0,328.0
2015-09-10,911.0,8,5.0,672.0
2015-09-10,911.0,9,5.0,1172.0
2015-09-10,911.0,10,5.0,633.0
2015-09-11,912.0,1,,
2015-09-11,912.0,2,6.0,35.0
2015-09-11,912.0,3,,
2015-09-11,912.0,4,,
2015-09-11,912.0,5,,
2015-09-11,912.0,6,6.0,6.0
2015-09-11,912.0,7,,
2015-09-11,912.0,8,,
2015-09-11,912.0,9,6.0,114.0
2015-09-11,912.0,10,6.0,27.0
2015-09-12,,1,,
2015-09-12,,2,,
2015-09-12,,3,,
2015-09-12,,4,,
2015-09-12,,5,,
2015-09-12,,6,,
2015-09-12,,7,,
2015-09-12,,8,,
2015-09-12,,9,,
2015-09-12,,10,,
2015-09-13,913.0,1,1.0,529.0
2015-09-13,913.0,2,1.0,619.0
2015-09-13,913.0,3,1.0,693.0
2015-09-13,913.0,4,1.0,591.0
2015-09-13,913.0,5,1.0,657.0
2015-09-13,913.0,6,1.0,454.0
2015-09-13,913.0,7,1.0,328.0
2015-09-13,913.0,8,1.0,484.0
2015-09-13,913.0,9,1.0,1341.0
2015-09-13,913.0,10,1.0,895.0
2015-09-14,914.0,1,2.0,397.0
2015-09-14,914.0,2,2.0,246.0
2015-09-14,914.0,3,2.0,901.0
2015-09-14,914.0,4,2.0,462.0
2015-09-14,914.0,5,2.0,500.0
2015-09-14,914.0,6,2.0,391.0
2015-09-14,914.0,7,2.0,375.0
2015-09-14,914.0,8,2.0,538.0
2015-09-14,914.0,9,2.0,1497.0
2015-09-14,914.0,10,2.0,1256.0
2015-09-15,915.0,1,3.0,309.0
2015-09-15,915.0,2,3.0,624.0
2015-09-15,915.0,3,3.0,323.0
2015-09-15,915.0,4,3.0,517.0
2015-09-15,915.0,5,3.0,400.0
2015-09-15,915.0,6,3.0,429.0
2015-09-15,915.0,7,3.0,605.0
2015-09-15,915.0,8,3.0,627.0
2015-09-15,915.0,9,3.0,1078.0
2015-09-15,915.0,10,3.0,917.0
2015-09-16,916.0,1,,
2015-09-16,916.0,2,4.0,26.0
2015-09-16,916.0,3,,
2015-09-16,916.0,4,,
2015-09-16,916.0,5,,
2015-09-16,916.0,6,,
2015-09-16,916.0,7,,
2015-09-16,916.0,8,,
2015-09-16,916.0,9,4.0,48.0
2015-09-16,916.0,10,,
2015-09-17,,1,,
2015-09-17,,2,,
2015-09-17,,3,,
2015-09-17,,4,,
2015-09-17,,5,,
2015-09-17,,6,,
2015-09-17,,7,,
2015-09-17,,8,,
2015-09-17,,9,,
2015-09-17,,10,,
2015-09-18,,1,,
2015-09-18,,2,,
2015-09-18,,3,,
2015-09-18,,4,,
2015-09-18,,5,,
2015-09-18,,6,,
2015-09-18,,7,,
2015-09-18,,8,,
2015-09-18,,9,,
2015-09-18,,10,,
2015-09-19,,1,,
2015-09-19,,2,,
2015-09-19,,3,,
2015-09-19,,4,,
2015-09-19,,5,,
2015-09-19,,6,,
2015-09-19,,7,,
2015-09-19,,8,,
2015-09-19,,9,,
2015-09-19,,10,,
2015-09-20,917.0,1,,
2015-09-20,917.0,2,,
2015-09-20,917.0,3,,
2015-09-20,917.0,4,,
2015-09-20,917.0,5,,
2015-09-20,917.0,6,,
2015-09-20,917.0,7,1.0,27.0
2015-09-20,917.0,8,,
2015-09-20,917.0,9,,
2015-09-20,917.0,10,,
2015-09-21,918.0,1,,
2015-09-21,918.0,2,3.0,33.0
2015-09-21,918.0,3,,
2015-09-21,918.0,4,,
2015-09-21,918.0,5,,
2015-09-21,918.0,6,3.0,6.0
2015-09-21,918.0,7,,
2015-09-21,918.0,8,3.0,31.0
2015-09-21,918.0,9,3.0,15.0
2015-09-21,918.0,10,3.0,25.0
2015-09-22,919.0,1,4.0,606.0
2015-09-22,919.0,2,4.0,232.0
2015-09-22,919.0,3,4.0,534.0
2015-09-22,919.0,4,4.0,711.0
2015-09-22,919.0,5,4.0,864.0
2015-09-22,919.0,6,4.0,434.0
2015-09-22,919.0,7,4.0,225.0
2015-09-22,919.0,8,4.0,1109.0
2015-09-22,919.0,9,4.0,1014.0
2015-09-22,919.0,10,4.0,1321.0
2015-09-23,920.0,1,5.0,291.0
2015-09-23,920.0,2,5.0,394.0
2015-09-23,920.0,3,5.0,665.0
2015-09-23,920.0,4,5.0,499.0
2015-09-23,920.0,5,5.0,543.0
2015-09-23,920.0,6,5.0,449.0
2015-09-23,920.0,7,5.0,464.0
2015-09-23,920.0,8,5.0,538.0
2015-09-23,920.0,9,5.0,1120.0
2015-09-23,920.0,10,5.0,786.0
2015-09-24,921.0,1,6.0,463.0
2015-09-24,921.0,2,6.0,246.0
2015-09-24,921.0,3,6.0,381.0
2015-09-24,921.0,4,6.0,462.0
2015-09-24,921.0,5,6.0,178.0
2015-09-24,921.0,6,6.0,334.0
2015-09-24,921.0,7,6.0,410.0
2015-09-24,921.0,8,6.0,638.0
2015-09-24,921.0,9,6.0,1318.0
2015-09-24,921.0,10,6.0,355.0
2015-09-25,,1,,
2015-09-25,,2,,
2015-09-25,,3,,
2015-09-25,,4,,
2015-09-25,,5,,
2015-09-25,,6,,
2015-09-25,,7,,
2015-09-25,,8,,
2015-09-25,,9,,
2015-09-25,,10,,
2015-09-26,922.0,1,1.0,397.0
2015-09-26,922.0,2,1.0,450.0
2015-09-26,922.0,3,1.0,333.0
2015-09-26,922.0,4,1.0,462.0
2015-09-26,922.0,5,1.0,428.0
2015-09-26,922.0,6,1.0,373.0
2015-09-26,922.0,7,1.0,491.0
2015-09-26,922.0,8,1.0,591.0
2015-09-26,922.0,9,1.0,1146.0
2015-09-26,922.0,10,1.0,633.0
2015-09-27,923.0,1,2.0,198.0
2015-09-27,923.0,2,2.0,317.0
2015-09-27,923.0,3,2.0,450.0
2015-09-27,923.0,4,2.0,901.0
2015-09-27,923.0,5,2.0,286.0
2015-09-27,923.0,6,2.0,491.0
2015-09-27,923.0,7,2.0,546.0
2015-09-27,923.0,8,2.0,840.0
2015-09-27,923.0,9,2.0,1758.0
2015-09-27,923.0,10,2.0,519.0
2015-09-28,924.0,1,3.0,401.0
2015-09-28,924.0,2,3.0,361.0
2015-09-28,924.0,3,3.0,388.0
2015-09-28,924.0,4,3.0,474.0
2015-09-28,924.0,5,3.0,200.0
2015-09-28,924.0,6,3.0,282.0
2015-09-28,924.0,7,3.0,446.0
2015-09-28,924.0,8,3.0,439.0
2015-09-28,924.0,9,3.0,1200.0
2015-09-28,924.0,10,3.0,408.0
2015-09-29,925.0,1,4.0,170.0
2015-09-29,925.0,2,4.0,155.0
2015-09-29,925.0,3,4.0,280.0
2015-09-29,925.0,4,4.0,508.0
2015-09-29,925.0,5,4.0,183.0
2015-09-29,925.0,6,4.0,249.0
2015-09-29,925.0,7,4.0,275.0
2015-09-29,925.0,8,4.0,271.0
2015-09-29,925.0,9,4.0,1014.0
2015-09-29,925.0,10,4.0,400.0
2015-09-30,926.0,1,5.0,106.0
2015-09-30,926.0,2,5.0,197.0
2015-09-30,926.0,3,5.0,305.0
2015-09-30,926.0,4,5.0,277.0
2015-09-30,926.0,5,5.0,457.0
2015-09-30,926.0,6,5.0,343.0
2015-09-30,926.0,7,5.0,328.0
2015-09-30,926.0,8,5.0,430.0
2015-09-30,926.0,9,5.0,1289.0
2015-09-30,926.0,10,5.0,459.0
2015-10-01,927.0,1,6.0,33.0
2015-10-01,927.0,2,,
2015-10-01,927.0,3,6.0,35.0
2015-10-01,927.0,4,6.0,69.0
2015-10-01,927.0,5,6.0,36.0
2015-10-01,927.0,6,6.0,50.0
2015-10-01,927.0,7,6.0,136.0
2015-10-01,927.0,8,6.0,134.0
2015-10-01,927.0,9,6.0,212.0
2015-10-01,927.0,10,6.0,27.0
2015-10-02,928.0,1,7.0,29.0
2015-10-02,928.0,2,,
2015-10-02,928.0,3,,
2015-10-02,928.0,4,,
2015-10-02,928.0,5,,
2015-10-02,928.0,6,7.0,5.0
2015-10-02,928.0,7,,
2015-10-02,928.0,8,,
2015-10-02,928.0,9,,
2015-10-02,928.0,10,,
2015-10-03,929.0,1,1.0,344.0
2015-10-03,929.0,2,1.0,366.0
2015-10-03,929.0,3,1.0,416.0
2015-10-03,929.0,4,1.0,462.0
2015-10-03,929.0,5,1.0,514.0
2015-10-03,929.0,6,1.0,257.0
2015-10-03,929.0,7,1.0,410.0
2015-10-03,929.0,8,1.0,645.0
2015-10-03,929.0,9,1.0,1419.0
2015-10-03,929.0,10,1.0,459.0
2015-10-04,930.0,1,2.0,331.0
2015-10-04,930.0,2,2.0,246.0
2015-10-04,930.0,3,2.0,450.0
2015-10-04,930.0,4,2.0,716.0
2015-10-04,930.0,5,2.0,500.0
2015-10-04,930.0,6,2.0,460.0
2015-10-04,930.0,7,2.0,512.0
2015-10-04,930.0,8,2.0,672.0
2015-10-04,930.0,9,2.0,1660.0
2015-10-04,930.0,10,2.0,601.0
2015-10-05,931.0,1,3.0,247.0
2015-10-05,931.0,2,3.0,263.0
2015-10-05,931.0,3,3.0,420.0
2015-10-05,931.0,4,3.0,517.0
2015-10-05,931.0,5,3.0,367.0
2015-10-05,931.0,6,3.0,329.0
2015-10-05,931.0,7,3.0,446.0
2015-10-05,931.0,8,3.0,533.0
2015-10-05,931.0,9,3.0,1944.0
2015-10-05,931.0,10,3.0,535.0
2015-10-06,932.0,1,4.0,461.0
2015-10-06,932.0,2,4.0,181.0
2015-10-06,932.0,3,4.0,280.0
2015-10-06,932.0,4,4.0,525.0
2015-10-06,932.0,5,4.0,209.0
2015-10-06,932.0,6,4.0,194.0
2015-10-06,932.0,7,4.0,200.0
2015-10-06,932.0,8,4.0,222.0
2015-10-06,932.0,9,4.0,1014.0
2015-10-06,932.0,10,4.0,400.0
2015-10-07,933.0,1,5.0,238.0
2015-10-07,933.0,2,5.0,338.0
2015-10-07,933.0,3,5.0,249.0
2015-10-07,933.0,4,5.0,407.0
2015-10-07,933.0,5,5.0,400.0
2015-10-07,933.0,6,5.0,343.0
2015-10-07,933.0,7,5.0,355.0
2015-10-07,933.0,8,5.0,591.0
2015-10-07,933.0,9,5.0,1432.0
2015-10-07,933.0,10,5.0,262.0
2015-10-08,934.0,1,6.0,66.0
2015-10-08,934.0,2,,
2015-10-08,934.0,3,,
2015-10-08,934.0,4,6.0,69.0
2015-10-08,934.0,5,,
2015-10-08,934.0,6,6.0,32.0
2015-10-08,934.0,7,6.0,68.0
2015-10-08,934.0,8,6.0,34.0
2015-10-08,934.0,9,6.0,277.0
2015-10-08,934.0,10,,
2015-10-09,935.0,1,,
2015-10-09,935.0,2,,
2015-10-09,935.0,3,,
2015-10-09,935.0,4,,
2015-10-09,935.0,5,,
2015-10-09,935.0,6,,
2015-10-09,935.0,7,,
2015-10-09,935.0,8,,
2015-10-09,935.0,9,7.0,42.0
2015-10-09,935.0,10,,
2015-10-10,936.0,1,1.0,238.0
2015-10-10,936.0,2,1.0,310.0
2015-10-10,936.0,3,1.0,360.0
2015-10-10,936.0,4,1.0,573.0
2015-10-10,936.0,5,1.0,343.0
2015-10-10,936.0,6,1.0,292.0
2015-10-10,936.0,7,1.0,328.0
2015-10-10,936.0,8,1.0,457.0
2015-10-10,936.0,9,1.0,1823.0
2015-10-10,936.0,10,1.0,524.0
2015-10-11,937.0,1,2.0,165.0
2015-10-11,937.0,2,2.0,352.0
2015-10-11,937.0,3,2.0,346.0
2015-10-11,937.0,4,2.0,462.0
2015-10-11,937.0,5,2.0,428.0
2015-10-11,937.0,6,2.0,315.0
2015-10-11,937.0,7,2.0,410.0
2015-10-11,937.0,8,2.0,504.0
2015-10-11,937.0,9,2.0,2409.0
2015-10-11,937.0,10,2.0,191.0
2015-10-12,938.0,1,3.0,216.0
2015-10-12,938.0,2,3.0,394.0
2015-10-12,938.0,3,3.0,259.0
2015-10-12,938.0,4,3.0,474.0
2015-10-12,938.0,5,3.0,433.0
2015-10-12,938.0,6,3.0,312.0
2015-10-12,938.0,7,3.0,414.0
2015-10-12,938.0,8,3.0,470.0
2015-10-12,938.0,9,3.0,2491.0
2015-10-12,938.0,10,3.0,433.0
2015-10-13,939.0,1,4.0,364.0
2015-10-13,939.0,2,4.0,155.0
2015-10-13,939.0,3,4.0,254.0
2015-10-13,939.0,4,4.0,102.0
2015-10-13,939.0,5,4.0,209.0
2015-10-13,939.0,6,4.0,148.0
2015-10-13,939.0,7,4.0,225.0
2015-10-13,939.0,8,4.0,271.0
2015-10-13,939.0,9,4.0,1826.0
2015-10-13,939.0,10,4.0,180.0
2015-10-14,940.0,1,5.0,318.0
2015-10-14,940.0,2,5.0,394.0
2015-10-14,940.0,3,5.0,388.0
2015-10-14,940.0,4,5.0,296.0
2015-10-14,940.0,5,5.0,343.0
2015-10-14,940.0,6,5.0,358.0
2015-10-14,940.0,7,5.0,382.0
2015-10-14,940.0,8,5.0,376.0
2015-10-14,940.0,9,5.0,1953.0
2015-10-14,940.0,10,5.0,371.0
2015-10-15,941.0,1,,
2015-10-15,941.0,2,6.0,35.0
2015-10-15,941.0,3,6.0,35.0
2015-10-15,941.0,4,,
2015-10-15,941.0,5,,
2015-10-15,941.0,6,6.0,44.0
2015-10-15,941.0,7,6.0,68.0
2015-10-15,941.0,8,6.0,101.0
2015-10-15,941.0,9,6.0,423.0
2015-10-15,941.0,10,6.0,82.0
2015-10-16,,1,,
2015-10-16,,2,,
2015-10-16,,3,,
2015-10-16,,4,,
2015-10-16,,5,,
2015-10-16,,6,,
2015-10-16,,7,,
2015-10-16,,8,,
2015-10-16,,9,,
2015-10-16,,10,,
2015-10-17,942.0,1,1.0,476.0
2015-10-17,942.0,2,1.0,253.0
2015-10-17,942.0,3,1.0,333.0
2015-10-17,942.0,4,1.0,277.0
2015-10-17,942.0,5,1.0,657.0
2015-10-17,942.0,6,1.0,242.0
2015-10-17,942.0,7,1.0,273.0
2015-10-17,942.0,8,1.0,618.0
2015-10-17,942.0,9,1.0,573.0
2015-10-17,942.0,10,1.0,415.0
2015-10-18,943.0,1,2.0,364.0
2015-10-18,943.0,2,2.0,211.0
2015-10-18,943.0,3,2.0,139.0
2015-10-18,943.0,4,2.0,624.0
2015-10-18,943.0,5,2.0,286.0
2015-10-18,943.0,6,2.0,321.0
2015-10-18,943.0,7,2.0,239.0
2015-10-18,943.0,8,2.0,504.0
2015-10-18,943.0,9,2.0,277.0
2015-10-18,943.0,10,2.0,464.0
2015-10-19,944.0,1,3.0,62.0
2015-10-19,944.0,2,3.0,263.0
2015-10-19,944.0,3,3.0,356.0
2015-10-19,944.0,4,3.0,410.0
2015-10-19,944.0,5,3.0,233.0
2015-10-19,944.0,6,3.0,235.0
2015-10-19,944.0,7,3.0,382.0
2015-10-19,944.0,8,3.0,251.0
2015-10-19,944.0,9,3.0,365.0
2015-10-19,944.0,10,3.0,204.0
2015-10-20,945.0,1,4.0,146.0
2015-10-20,945.0,2,4.0,129.0
2015-10-20,945.0,3,4.0,229.0
2015-10-20,945.0,4,4.0,356.0
2015-10-20,945.0,5,4.0,209.0
2015-10-20,945.0,6,4.0,152.0
2015-10-20,945.0,7,4.0,225.0
2015-10-20,945.0,8,4.0,246.0
2015-10-20,945.0,9,4.0,430.0
2015-10-20,945.0,10,4.0,200.0
2015-10-21,946.0,1,5.0,132.0
2015-10-21,946.0,2,5.0,197.0
2015-10-21,946.0,3,5.0,388.0
2015-10-21,946.0,4,5.0,259.0
2015-10-21,946.0,5,5.0,257.0
2015-10-21,946.0,6,5.0,237.0
2015-10-21,946.0,7,5.0,273.0
2015-10-21,946.0,8,5.0,538.0
2015-10-21,946.0,9,5.0,495.0
2015-10-21,946.0,10,5.0,480.0
2015-10-22,947.0,1,,
2015-10-22,947.0,2,,
2015-10-22,947.0,3,6.0,104.0
2015-10-22,947.0,4,6.0,46.0
2015-10-22,947.0,5,6.0,107.0
2015-10-22,947.0,6,6.0,69.0
2015-10-22,947.0,7,6.0,171.0
2015-10-22,947.0,8,6.0,134.0
2015-10-22,947.0,9,6.0,130.0
2015-10-22,947.0,10,6.0,109.0
2015-10-23,948.0,1,,
2015-10-23,948.0,2,,
2015-10-23,948.0,3,,
2015-10-23,948.0,4,,
2015-10-23,948.0,5,,
2015-10-23,948.0,6,,
2015-10-23,948.0,7,,
2015-10-23,948.0,8,,
2015-10-23,948.0,9,,
2015-10-23,948.0,10,7.0,24.0
2015-10-24,949.0,1,1.0,503.0
2015-10-24,949.0,2,1.0,310.0
2015-10-24,949.0,3,1.0,527.0
2015-10-24,949.0,4,1.0,425.0
2015-10-24,949.0,5,1.0,400.0
2015-10-24,949.0,6,1.0,328.0
2015-10-24,949.0,7,1.0,218.0
2015-10-24,949.0,8,1.0,591.0
2015-10-24,949.0,9,1.0,547.0
2015-10-24,949.0,10,1.0,633.0
2015-10-25,950.0,1,2.0,298.0
2015-10-25,950.0,2,2.0,246.0
2015-10-25,950.0,3,2.0,416.0
2015-10-25,950.0,4,2.0,508.0
2015-10-25,950.0,5,2.0,536.0
2015-10-25,950.0,6,2.0,403.0
2015-10-25,950.0,7,2.0,410.0
2015-10-25,950.0,8,2.0,605.0
2015-10-25,950.0,9,2.0,651.0
2015-10-25,950.0,10,2.0,355.0
2015-10-26,951.0,1,3.0,93.0
2015-10-26,951.0,2,3.0,263.0
2015-10-26,951.0,3,3.0,226.0
2015-10-26,951.0,4,3.0,388.0
2015-10-26,951.0,5,3.0,333.0
2015-10-26,951.0,6,3.0,235.0
2015-10-26,951.0,7,3.0,191.0
2015-10-26,951.0,8,3.0,533.0
2015-10-26,951.0,9,3.0,349.0
2015-10-26,951.0,10,3.0,306.0
2015-10-27,952.0,1,4.0,194.0
2015-10-27,952.0,2,4.0,103.0
2015-10-27,952.0,3,4.0,102.0
2015-10-27,952.0,4,4.0,322.0
2015-10-27,952.0,5,4.0,236.0
2015-10-27,952.0,6,4.0,139.0
2015-10-27,952.0,7,4.0,225.0
2015-10-27,952.0,8,4.0,394.0
2015-10-27,952.0,9,4.0,454.0
2015-10-27,952.0,10,4.0,260.0
2015-10-28,953.0,1,5.0,291.0
2015-10-28,953.0,2,5.0,141.0
2015-10-28,953.0,3,5.0,166.0
2015-10-28,953.0,4,5.0,222.0
2015-10-28,953.0,5,5.0,171.0
2015-10-28,953.0,6,5.0,272.0
2015-10-28,953.0,7,5.0,191.0
2015-10-28,953.0,8,5.0,242.0
2015-10-28,953.0,9,5.0,495.0
2015-10-28,953.0,10,5.0,502.0
2015-10-29,954.0,1,6.0,66.0
2015-10-29,954.0,2,,
2015-10-29,954.0,3,,
2015-10-29,954.0,4,6.0,69.0
2015-10-29,954.0,5,6.0,36.0
2015-10-29,954.0,6,6.0,38.0
2015-10-29,954.0,7,6.0,34.0
2015-10-29,954.0,8,6.0,134.0
2015-10-29,954.0,9,6.0,195.0
2015-10-29,954.0,10,6.0,82.0
2015-10-30,,1,,
2015-10-30,,2,,
2015-10-30,,3,,
2015-10-30,,4,,
2015-10-30,,5,,
2015-10-30,,6,,
2015-10-30,,7,,
2015-10-30,,8,,
2015-10-30,,9,,
2015-10-30,,10,,
2015-10-31,955.0,1,1.0,503.0
2015-10-31,955.0,2,1.0,197.0
2015-10-31,955.0,3,1.0,333.0
2015-10-31,955.0,4,1.0,351.0
2015-10-31,955.0,5,1.0,400.0
2015-10-31,955.0,6,1.0,307.0
2015-10-31,955.0,7,1.0,491.0
2015-10-31,955.0,8,1.0,672.0
2015-10-31,955.0,9,1.0,625.0
2015-10-31,955.0,10,1.0,371.0
2015-11-01,956.0,1,2.0,165.0
2015-11-01,956.0,2,2.0,106.0
2015-11-01,956.0,3,2.0,450.0
2015-11-01,956.0,4,2.0,531.0
2015-11-01,956.0,5,2.0,464.0
2015-11-01,956.0,6,2.0,372.0
2015-11-01,956.0,7,2.0,512.0
2015-11-01,956.0,8,2.0,706.0
2015-11-01,956.0,9,2.0,895.0
2015-11-01,956.0,10,2.0,246.0
2015-11-02,957.0,1,3.0,401.0
2015-11-02,957.0,2,3.0,295.0
2015-11-02,957.0,3,3.0,162.0
2015-11-02,957.0,4,3.0,410.0
2015-11-02,957.0,5,3.0,433.0
2015-11-02,957.0,6,3.0,265.0
2015-11-02,957.0,7,3.0,287.0
2015-11-02,957.0,8,3.0,220.0
2015-11-02,957.0,9,3.0,547.0
2015-11-02,957.0,10,3.0,408.0
2015-11-03,958.0,1,4.0,146.0
2015-11-03,958.0,2,4.0,129.0
2015-11-03,958.0,3,4.0,407.0
2015-11-03,958.0,4,4.0,203.0
2015-11-03,958.0,5,4.0,209.0
2015-11-03,958.0,6,4.0,185.0
2015-11-03,958.0,7,4.0,200.0
2015-11-03,958.0,8,4.0,320.0
2015-11-03,958.0,9,4.0,465.0
2015-11-03,958.0,10,4.0,300.0
2015-11-04,959.0,1,5.0,212.0
2015-11-04,959.0,2,5.0,56.0
2015-11-04,959.0,3,5.0,194.0
2015-11-04,959.0,4,5.0,388.0
2015-11-04,959.0,5,5.0,228.0
2015-11-04,959.0,6,5.0,348.0
2015-11-04,959.0,7,5.0,300.0
2015-11-04,959.0,8,5.0,269.0
2015-11-04,959.0,9,5.0,560.0
2015-11-04,959.0,10,5.0,349.0
2015-11-05,960.0,1,,
2015-11-05,960.0,2,6.0,35.0
2015-11-05,960.0,3,6.0,69.0
2015-11-05,960.0,4,6.0,139.0
2015-11-05,960.0,5,6.0,107.0
2015-11-05,960.0,6,6.0,25.0
2015-11-05,960.0,7,6.0,102.0
2015-11-05,960.0,8,,
2015-11-05,960.0,9,6.0,114.0
2015-11-05,960.0,10,6.0,82.0
2015-11-06,961.0,1,,
2015-11-06,961.0,2,,
2015-11-06,961.0,3,,
2015-11-06,961.0,4,,
2015-11-06,961.0,5,,
2015-11-06,961.0,6,,
2015-11-06,961.0,7,,
2015-11-06,961.0,8,,
2015-11-06,961.0,9,7.0,14.0
2015-11-06,961.0,10,,
2015-11-07,962.0,1,1.0,503.0
2015-11-07,962.0,2,1.0,225.0
2015-11-07,962.0,3,1.0,388.0
2015-11-07,962.0,4,1.0,462.0
2015-11-07,962.0,5,1.0,571.0
2015-11-07,962.0,6,1.0,262.0
2015-11-07,962.0,7,1.0,382.0
2015-11-07,962.0,8,1.0,430.0
2015-11-07,962.0,9,1.0,703.0
2015-11-07,962.0,10,1.0,568.0
2015-11-08,963.0,1,2.0,298.0
2015-11-08,963.0,2,2.0,141.0
2015-11-08,963.0,3,2.0,520.0
2015-11-08,963.0,4,2.0,254.0
2015-11-08,963.0,5,2.0,357.0
2015-11-08,963.0,6,2.0,328.0
2015-11-08,963.0,7,2.0,444.0
2015-11-08,963.0,8,2.0,470.0
2015-11-08,963.0,9,2.0,814.0
2015-11-08,963.0,10,2.0,491.0
2015-11-09,964.0,1,3.0,154.0
2015-11-09,964.0,2,3.0,328.0
2015-11-09,964.0,3,3.0,226.0
2015-11-09,964.0,4,3.0,302.0
2015-11-09,964.0,5,3.0,167.0
2015-11-09,964.0,6,3.0,194.0
2015-11-09,964.0,7,3.0,446.0
2015-11-09,964.0,8,3.0,345.0
2015-11-09,964.0,9,3.0,699.0
2015-11-09,964.0,10,3.0,178.0
2015-11-10,965.0,1,4.0,243.0
2015-11-10,965.0,2,4.0,181.0
2015-11-10,965.0,3,4.0,203.0
2015-11-10,965.0,4,4.0,390.0
2015-11-10,965.0,5,4.0,105.0
2015-11-10,965.0,6,4.0,203.0
2015-11-10,965.0,7,4.0,400.0
2015-11-10,965.0,8,4.0,394.0
2015-11-10,965.0,9,4.0,585.0
2015-11-10,965.0,10,4.0,280.0
2015-11-11,966.0,1,5.0,238.0
2015-11-11,966.0,2,5.0,281.0
2015-11-11,966.0,3,5.0,166.0
2015-11-11,966.0,4,5.0,370.0
2015-11-11,966.0,5,5.0,143.0
2015-11-11,966.0,6,5.0,363.0
2015-11-11,966.0,7,5.0,410.0
2015-11-11,966.0,8,5.0,430.0
2015-11-11,966.0,9,5.0,1068.0
2015-11-11,966.0,10,5.0,480.0
2015-11-12,967.0,1,,
2015-11-12,967.0,2,6.0,70.0
2015-11-12,967.0,3,6.0,69.0
2015-11-12,967.0,4,6.0,69.0
2015-11-12,967.0,5,6.0,36.0
2015-11-12,967.0,6,6.0,44.0
2015-11-12,967.0,7,6.0,205.0
2015-11-12,967.0,8,6.0,168.0
2015-11-12,967.0,9,6.0,195.0
2015-11-12,967.0,10,6.0,27.0
2015-11-13,,1,,
2015-11-13,,2,,
2015-11-13,,3,,
2015-11-13,,4,,
2015-11-13,,5,,
2015-11-13,,6,,
2015-11-13,,7,,
2015-11-13,,8,,
2015-11-13,,9,,
2015-11-13,,10,,
2015-11-14,968.0,1,1.0,529.0
2015-11-14,968.0,2,1.0,394.0
2015-11-14,968.0,3,1.0,582.0
2015-11-14,968.0,4,1.0,610.0
2015-11-14,968.0,5,1.0,371.0
2015-11-14,968.0,6,1.0,353.0
2015-11-14,968.0,7,1.0,328.0
2015-11-14,968.0,8,1.0,591.0
2015-11-14,968.0,9,1.0,924.0
2015-11-14,968.0,10,1.0,677.0
2015-11-15,969.0,1,2.0,298.0
2015-11-15,969.0,2,2.0,281.0
2015-11-15,969.0,3,2.0,312.0
2015-11-15,969.0,4,2.0,462.0
2015-11-15,969.0,5,2.0,393.0
2015-11-15,969.0,6,2.0,290.0
2015-11-15,969.0,7,2.0,546.0
2015-11-15,969.0,8,2.0,437.0
2015-11-15,969.0,9,2.0,879.0
2015-11-15,969.0,10,2.0,628.0
2015-11-16,970.0,1,3.0,216.0
2015-11-16,970.0,2,3.0,427.0
2015-11-16,970.0,3,3.0,420.0
2015-11-16,970.0,4,3.0,280.0
2015-11-16,970.0,5,3.0,300.0
